Name (Institution or Individual),Startups,Investment Lists,Company (from Associated Startups),Startup Count,Investor Type,Contacts,Name (from Contacts),LinkedIn Profile,Notes
AME Cloud Ventures,reczjzXYBgUGpdPXn,"Cognitive Thread (PLM, MBSE, DT)",Citrine Informatics,1,VC Fund,,,,
DTX Ventures,recxMbAOcj1YGb7ss,"SW+HW=Innovation (Robotics, Drones)",Atomic Industries,1,VC Fund,,,,
Altos Ventures,recuH7CHKjYxM4zdS,Design Intelligence (CAD),Bench,1,VC Fund,,,,
amaha Motor Ventures,recxMbAOcj1YGb7ss,"SW+HW=Innovation (Robotics, Drones)",Atomic Industries,1,VC Fund,,,,
Airbus Ventures,recxhL1LwIanxkUbp,Design Intelligence (CAD),nTop,1,VC Fund,,,,
Alstin Capital,recvTZMETI2QaCr2N,"Factory Futures (MES, IIOT)",etalytics,1,Institutional Investors,,,,
2100 Ventures,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,VC Fund,,,,
50partners,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,Institutional Investors,,,,
Amirhossein Malekzadeh,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,Individual,,,,
Hyperplan Venture,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,VC Fund,,,,
Long River Ventures,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,VC Fund,,,,
Mass Ventures,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,VC Fund,,,,
Firebolt Ventures,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,VC Fund,,,,
Brendan Iribe,recwnH2HEbWwKDgdC,Design Intelligence (CAD),VNTANA,1,Individual,,,,
Chloe Capital,recwnH2HEbWwKDgdC,Design Intelligence (CAD),VNTANA,1,Institutional Investors,,,,
TYLT Ventures,recwnH2HEbWwKDgdC,Design Intelligence (CAD),VNTANA,1,VC Fund,,,,
Anorak Ventures,recwnH2HEbWwKDgdC,Design Intelligence (CAD),VNTANA,1,VC Fund,,,,
Forward Deployed VC,recPGYclmE6h29uY8,Streamlined Supply Chain (SCM),Silkline,1,Individual,,,,
25 Madison,recPGYclmE6h29uY8,Streamlined Supply Chain (SCM),Silkline,1,Institutional Investors,,,,
Plow Ventures,recPGYclmE6h29uY8,Streamlined Supply Chain (SCM),Silkline,1,VC Fund,,,,
Matchstick Ventures,recPGYclmE6h29uY8,Streamlined Supply Chain (SCM),Silkline,1,VC Fund,,,,
Barrel Ventures,recPGYclmE6h29uY8,Streamlined Supply Chain (SCM),Silkline,1,VC Fund,,,,
Orano Venture Fund,recftTc0SJcECws9k,"Cognitive Thread (PLM, MBSE, DT)",Dessia,1,VC Fund,,,,
Go Capital,recftTc0SJcECws9k,"Cognitive Thread (PLM, MBSE, DT)",Dessia,1,Institutional Investors,,,,
Companyon Ventures,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,Individual,recf4h8reZwlkr2Ey,Firas Raouf,,GP at Companyon Ventures | Early-stage AI & B2B investors focused on the $1M to $100M ARR journey.
Anticus Partners,recclqhy1mEeilUHS,"Adaptive Manufacturing (AM, CAM, CNC)",Productive Machines,1,,,,,
Aleph,recZLjXqtn5X8UyXN,Streamlined Supply Chain (SCM),Jiga,1,,,,,
Symbol,recZLjXqtn5X8UyXN,Streamlined Supply Chain (SCM),Jiga,1,,,,,
Investissement Québec,recuv6DgeXnWlbges,"SW+HW=Innovation (Robotics, Drones)",Vention,1,,,,,
Desjardins Capital,recuv6DgeXnWlbges,"SW+HW=Innovation (Robotics, Drones)",Vention,1,,,,,
XYZ Ventures,reccyqLGDAvuXeV2X,"Factory Futures (MES, IIOT)",Nominal,1,,,,,
Overmatch,reccyqLGDAvuXeV2X,"Factory Futures (MES, IIOT)",Nominal,1,,,,,
Fusion Fund,rec3pSBeGF0DFKOEw,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",CVector,1,,,,,
family offices,rec0erZ9yLQ9dkxUq,Bleeding Edge BIM (AEC/BIM),ORIS Connect,1,,,,,
G2VP,rec7Uaw0u7fGkWE91,"Factory Futures (MES, IIOT)",Fictiv (Acquired by MISUMI in 2025),1,,,,,
AP Ventures,rec6sAs6BKuJJyQal,"Adaptive Manufacturing (AM, CAM, CNC)",General Lattice,1,,,,,
Transpose Platform,rec6RNto3co791W0G,"Extreme Analysis (CAE, CFD, FEA, QC)",BQP,1,,,,,
40 North Ventures,rec7Uaw0u7fGkWE91,"Factory Futures (MES, IIOT)",Fictiv (Acquired by MISUMI in 2025),1,,,,,
Summit Partners. Bessemer. ScOp VC,rec3sd3177dRW6TWr,Design Intelligence (CAD),ChipAgents,1,,,,,
i4Valley,rec2clSoNuoxrKmCL,"Extreme Analysis (CAE, CFD, FEA, QC)",FVMat,1,,,,,
Shield Capital,rec1pUFTPxpd8w2kn,Design Intelligence (CAD),Arena,1,,,,,
Finance Yorkshire Growth Fund,rec0m36ClfqnTJuYX,"Cognitive Thread (PLM, MBSE, DT)",Bombiix,1,,,,,
Archimedes New Ventures,rec2jnE2eVjXvEqqa,"Factory Futures (MES, IIOT)",United Manufacturing Hub,1,,,,,
Spinout of exentra GmbH,rec0TFwmXuauC73tw,"Cognitive Thread (PLM, MBSE, DT)",explore,1,,,,,
Lorain County Growth Partnership,rec3uw9EqGsyRobh6,"Adaptive Manufacturing (AM, CAM, CNC)",ABĒMIS llc,1,,,,,
East coast angels,rec3iBvkrqRfdbTGK,"Cognitive Thread (PLM, MBSE, DT)",Canvas Envision,1,,,,,
DnA Ventures,rec2jnE2eVjXvEqqa,"Factory Futures (MES, IIOT)",United Manufacturing Hub,1,,,,,
Garuda Ventures and others,rec1pUFTPxpd8w2kn,Design Intelligence (CAD),Arena,1,,,,,
imec.istart,rec4tbXVepmeZP90k,"Extreme Analysis (CAE, CFD, FEA, QC)",Airshaper,1,,,,,
General Catalyst (lead Series A,rec30mNzF0ceoy5A2,"Extreme Analysis (CAE, CFD, FEA, QC)",PhysicsX,1,,,,,
MISUMI,rec7Uaw0u7fGkWE91,"Factory Futures (MES, IIOT)",Fictiv (Acquired by MISUMI in 2025),1,,,,,
Made Smarter Innovation,rec6ZiWbsHoZwg5Ys,"Extreme Analysis (CAE, CFD, FEA, QC)",Voxshell,1,,,,,
German Accelerator,rec32WwqMZqtdpWzd,"Extreme Analysis (CAE, CFD, FEA, QC)",Dive CAE,1,,,,,
No publicly disclosed investors,rec3PQwZT9XhVAHZY,"Factory Futures (MES, IIOT)",TwinMo,1,,,,,
Freigeist,rec2jnE2eVjXvEqqa,"Factory Futures (MES, IIOT)",United Manufacturing Hub,1,,,,,
Founder + local investors,rec3XGHcGoXcEZTep,"Cognitive Thread (PLM, MBSE, DT)",BetterFutures,1,,,,,
Lorain County Commissioners,rec3uw9EqGsyRobh6,"Adaptive Manufacturing (AM, CAM, CNC)",ABĒMIS llc,1,,,,,
Other business angels,rec3ldQvQ6ldnxAkO,"Factory Futures (MES, IIOT)",Assemblio,1,,,,,
Powerhouse Ventures,rec3pSBeGF0DFKOEw,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",CVector,1,,,,,
Lorain County Community College,rec3uw9EqGsyRobh6,"Adaptive Manufacturing (AM, CAM, CNC)",ABĒMIS llc,1,,,,,
Bill Gates,rec7Uaw0u7fGkWE91,"Factory Futures (MES, IIOT)",Fictiv (Acquired by MISUMI in 2025),1,,,,,
Asahi Kasei (Asahi Kasei Engineering Plastics),rec46xGNtqh5GIbQa,"Factory Futures (MES, IIOT)",Castor (filed for bankruptcy in 2025),1,,,,,
also in Series B),rec30mNzF0ceoy5A2,"Extreme Analysis (CAE, CFD, FEA, QC)",PhysicsX,1,,,,,
Sustainable Future Ventures,rec2jnE2eVjXvEqqa,"Factory Futures (MES, IIOT)",United Manufacturing Hub,1,,,,,
and 2 others,recMzat5xO51CvZHr,"Extreme Analysis (CAE, CFD, FEA, QC)",Secondmind,1,,,,,
High-Tech Gruenderfonds,recKEQX6bGXzEvbVA,"Factory Futures (MES, IIOT)",Samp,1,,,,,
Visiativ,recIRz74b6uQjGOjw,"Factory Futures (MES, IIOT)",Fabera,1,Individual,,,,
Rule 1.45 / 1200 sites,recD87UeGsdYoWVeF,"Factory Futures (MES, IIOT)",Fuuz,1,,,,,
Mitsubishi HC Capitol,recKIkbCIk4cyBuz7,"SW+HW=Innovation (Robotics, Drones)",Formic,1,,,,,
Private Investors,recOOY8ZiCpUQuxnh,"Adaptive Manufacturing (AM, CAM, CNC)",Neuramill,1,,,,,
others,recN5GrpTpcQxBVpu,Bleeding Edge BIM (AEC/BIM),Optimuse,1,,,,,
Mirae Asset Venture Investment,recESyb3roG7FIDwh,Design Intelligence (CAD),CLO Virtual Fashion,1,,,,,
Atlantic Labs,recJhAZ0JhaThOD9a,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",juna.ai,1,,,,,
Superangel,recRiGOQVr11T6kLg,"Factory Futures (MES, IIOT)",OTee,1,,,,,
Promus Ventures,recKEQX6bGXzEvbVA,"Factory Futures (MES, IIOT)",Samp,1,,,,,
Open Core Ventures,rec7yNihtGZQeUeT2,"Factory Futures (MES, IIOT)",FlowFuse,1,,,,,
None — cmBuilder reported as unfunded (no public investors found).,recPMfnTzPVcpawWw,Bleeding Edge BIM (AEC/BIM),cmBuilder.io,1,,,,,
None — no publicly disclosed investors found.,recBwtmLcJPxzUBqy,"Cognitive Thread (PLM, MBSE, DT)",Redwood EDA,1,,,,,
RunwayFBU,recRiGOQVr11T6kLg,"Factory Futures (MES, IIOT)",OTee,1,,,,,
BUILDING RESEARCH ESTABLISHMENT LIMITED,recBb81FPZCTSrkkT,Bleeding Edge BIM (AEC/BIM),Planarific,1,,,,,
Flybridge,recB3ypVxHUQg6ft7,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Nextmv,1,,,,,
Ethereum Classic Labs,recByCNOMs9Y4PMsn,"Factory Futures (MES, IIOT)",AnyLog,1,,,,,
Bright Pixel Capital,recN2yJRBKZFx3nV8,"Factory Futures (MES, IIOT)",Portainer.io,1,,,,,
Industrial Angels,recIVVXuBH5yN8wrk,"Cognitive Thread (PLM, MBSE, DT)",Ausmosys,1,,,,,
Mitsubishi UFJ Capital (MUFG),recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,,,,,
BlackNova,recN2yJRBKZFx3nV8,"Factory Futures (MES, IIOT)",Portainer.io,1,,,,,
NVentures and others,recHrzSFJYFMCSWoa,"SW+HW=Innovation (Robotics, Drones)",Lila,1,,,,,
OTB Ventures,recJhAZ0JhaThOD9a,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",juna.ai,1,,,,,
Suffolk Technologies and others,recDNX26owo9fx47E,Bleeding Edge BIM (AEC/BIM),Augmenta,1,,,,,
Eric Menoret.,recOa5jGO59v66DRe,"Extreme Analysis (CAE, CFD, FEA, QC)",Key Ward,1,Individual,,,,
Early Stage VCs,recIVVXuBH5yN8wrk,"Cognitive Thread (PLM, MBSE, DT)",Ausmosys,1,,,,,
Ibex Investors,recN4Tklvb2t70Vbg,"SW+HW=Innovation (Robotics, Drones)",Chemix,1,,,,,
and others.,rec8Km9DgdcmOLX2p,Design Intelligence (CAD),Morphorm,1,,,,,
No publicly disclosed investors identified,recCPat1MmL2WuA7x,"Factory Futures (MES, IIOT)",Santinela,1,,,,,
Design-focused angels,recDpD1uGLbEiCM8j,Design Intelligence (CAD),Vizcom,1,,,,,
TRG,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,,,,,
Sony Innovation Fund,recHNAT8a8hoa1919,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Phaidra,1,,,,,
Aker ASA,recOs9vKlCvaFo6YZ,"Factory Futures (MES, IIOT)",Cognite,1,,,,,
University of Nottingham,recOIFJQqwBMz02qx,"Factory Futures (MES, IIOT)",MatAlytics,1,,,,,
Amplify Partners and others,recPtuslHLjrGptZe,"SW+HW=Innovation (Robotics, Drones)",Foxglove,1,,,,,
Hazelview Ventures,recDNX26owo9fx47E,Bleeding Edge BIM (AEC/BIM),Augmenta,1,,,,,
Iberis Capital and others,recC3ws7Gkwh3Zxes,"Knowledge Engineering (R&D, Learning)",Inductiva,1,,,,,
Initialized,recKIkbCIk4cyBuz7,"SW+HW=Innovation (Robotics, Drones)",Formic,1,,,,,
Felicis Ventures.,recDm89yd7CSnFCGW,"Cognitive Thread (PLM, MBSE, DT)",Violet Labs,1,Individual,,,,
Koch Industries,recG0V8gg3wGEf4mV,"Adaptive Manufacturing (AM, CAM, CNC)",Desktop Metal (acquired by Nano Dimension in 2025),1,,,,,
Transpose,recH3blTe0YUS6YT0,"Factory Futures (MES, IIOT)",Tellia,1,,,,,
BITO CAMPUS,rec9FT8Vsjy7PMpGr,Design Intelligence (CAD),Flyingshapes Gmbh,1,,,,,
Nvidia Inception,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,,,,,
M13,recOH4n5s09j4j43B,Design Intelligence (CAD),CAD as Code,1,,,,,
Green Generation Fund,recJhAZ0JhaThOD9a,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",juna.ai,1,,,,,
Group of angel investors,recPPOzMr1dAojMoq,"Cognitive Thread (PLM, MBSE, DT)",Allspice.io,1,,,,,
BOW TIE CONSTRUCTION LTD,recBb81FPZCTSrkkT,Bleeding Edge BIM (AEC/BIM),Planarific,1,,,,,
WestBridge Capital,recHKrJavz3Ad4uhp,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",UptimeAI,1,,,,,
EthAum,recByCNOMs9Y4PMsn,"Factory Futures (MES, IIOT)",AnyLog,1,,,,,
Fortino Capital (lead),recCfan9HRU5Cl1Z3,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Tanso,1,,,,,
Origin Ventures Forward Deployed VC 25madison Matchstick Ventures Barrel Ventures Plow Ventures,recPGYclmE6h29uY8,Streamlined Supply Chain (SCM),Silkline,1,,,,,
Deep tech CAE funding with enterprise focus,rec9yLoxwZX7TxRPR,"Factory Futures (MES, IIOT)",Akselos,1,,,,,
Nvidia’s NVentures,rec8Km9DgdcmOLX2p,Design Intelligence (CAD),Morphorm,1,,,,,
INNOVACOM,recKEQX6bGXzEvbVA,"Factory Futures (MES, IIOT)",Samp,1,,,,,
Mayfield and others,recN4Tklvb2t70Vbg,"SW+HW=Innovation (Robotics, Drones)",Chemix,1,,,,,
ISB WFT Innovationsfonds Rheinland-Pfalz II,rec9FT8Vsjy7PMpGr,Design Intelligence (CAD),Flyingshapes Gmbh,1,,,,,
Inverted Ventures.,recDm89yd7CSnFCGW,"Cognitive Thread (PLM, MBSE, DT)",Violet Labs,1,Individual,,,,
Aditya Birla Ventures,recHKrJavz3Ad4uhp,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",UptimeAI,1,,,,,
Kleiner Perkins,recJhAZ0JhaThOD9a,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",juna.ai,1,,,,,
YourNest,recHKrJavz3Ad4uhp,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",UptimeAI,1,,,,,
Khasm Labs,recByCNOMs9Y4PMsn,"Factory Futures (MES, IIOT)",AnyLog,1,,,,,
Bpifrance support,recAaqYHZYyioFEjv,"SW+HW=Innovation (Robotics, Drones)",Fuzzy Logic Robotics,1,,,,,
No public investors identified.,recPC46hhJWih9oJY,Bleeding Edge BIM (AEC/BIM),BimDrone,1,,,,,
Multiple robotics-focused angels and micro-VCs,recQH7NXMdHJjSDGO,"Cognitive Thread (PLM, MBSE, DT)",ARYA Labs,1,,,,,
Movac,recN2yJRBKZFx3nV8,"Factory Futures (MES, IIOT)",Portainer.io,1,,,,,
Angel Invest (Angel Invest Ventures),recAGGqJxE2LZGkQ4,"Cognitive Thread (PLM, MBSE, DT)",Aletiq,1,,,,,
Unnamed/unspecified technologists (angel investors).,recDm89yd7CSnFCGW,"Cognitive Thread (PLM, MBSE, DT)",Violet Labs,1,,,,,
EXIST programme,recI8NXqAAZguDIaT,"Extreme Analysis (CAE, CFD, FEA, QC)",Synera,1,,,,,
MaC Ventures,recDMBQvsiItc5sMu,"Extreme Analysis (CAE, CFD, FEA, QC)",Boltline,1,,,,,
VentureBuilder,recByCNOMs9Y4PMsn,"Factory Futures (MES, IIOT)",AnyLog,1,,,,,
Connect Ventures 2100 Ventures Notion Capital Insiders 50partners angel investors including Amirhossein Malekzadeh,rec8q5Gbe38rLHbrd,"SW+HW=Innovation (Robotics, Drones)",Ewake,1,,,,,
Activate Capital,rec7Uaw0u7fGkWE91,"Factory Futures (MES, IIOT)",Fictiv (Acquired by MISUMI in 2025),1,,,,,
Startup Wise Guys,recNvI1W8GGDgSdjI,"Adaptive Manufacturing (AM, CAM, CNC)",SelectAM,1,,,,,
Liquid2,recDMBQvsiItc5sMu,"Extreme Analysis (CAE, CFD, FEA, QC)",Boltline,1,,,,,
Lightspeed,recNK7moRUKHh8XUp,Bleeding Edge BIM (AEC/BIM),BuilDOTS,1,,,,,
Siemens Energy,recM90ZDwemYnmoTf,"Adaptive Manufacturing (AM, CAM, CNC)",Dyndrite,1,,,,,
Montage Ventures,recDNX26owo9fx47E,Bleeding Edge BIM (AEC/BIM),Augmenta,1,,,,,
Redpoint,recE5fpPdFyMum9zG,Bleeding Edge BIM (AEC/BIM),Motif,1,,,,,
WestWave Capital,rec7yNihtGZQeUeT2,"Factory Futures (MES, IIOT)",FlowFuse,1,,,,,
Angel List,rec9p9EqFFPkfr4he,Bleeding Edge BIM (AEC/BIM),OpenSpace,1,,,,,
henQ (lead),recCfan9HRU5Cl1Z3,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Tanso,1,,,,,
No public investors found (company appears unfunded),recCedLM7KKrkiFrA,"Factory Futures (MES, IIOT)",Werk24,1,,,,,
Headline,recCAkszHkQepFB1Y,"Cognitive Thread (PLM, MBSE, DT)",Carbonfact,1,,,,,
Fark Labs and individual investors,recNRf3qPCbBmw09b,"Factory Futures (MES, IIOT)",MaestroHub,1,,,,,
CapitalG,recE5fpPdFyMum9zG,Bleeding Edge BIM (AEC/BIM),Motif,1,,,,,
Angel: Shlomo Kramer,recECmN5614at2OU6,"Factory Futures (MES, IIOT)",Opti-Technologies,1,,,,,
United Ventures,recIhxA3LC8wNTHHr,"SW+HW=Innovation (Robotics, Drones)",Electra Vehicles,1,,,,,
AltVentures,recN2yJRBKZFx3nV8,"Factory Futures (MES, IIOT)",Portainer.io,1,,,,,
LONDON BOROUGH OF HAMMERSMITH AND FULHAM,recBb81FPZCTSrkkT,Bleeding Edge BIM (AEC/BIM),Planarific,1,,,,,
Angels and small AI-focused funds,recAXlUPKPiXEXRLy,Design Intelligence (CAD),Avathon,1,,,,,
Honeywell,rec7Uaw0u7fGkWE91,"Factory Futures (MES, IIOT)",Fictiv (Acquired by MISUMI in 2025),1,,,,,
New Zealand Growth Capital Partners,recN2yJRBKZFx3nV8,"Factory Futures (MES, IIOT)",Portainer.io,1,,,,,
exploring institutional VCs,recK0gWeZ5aLoTR42,Streamlined Supply Chain (SCM),Fabriom,1,,,,,
and select Austin-based engineering angels.,recOH4n5s09j4j43B,Design Intelligence (CAD),CAD as Code,1,,,,,
Angels (selected): Durk Kingma (OpenAI co‑founder),rec8Km9DgdcmOLX2p,Design Intelligence (CAD),Morphorm,1,,,,,
Block.one,recByCNOMs9Y4PMsn,"Factory Futures (MES, IIOT)",AnyLog,1,,,,,
StartupLab and angel network indications,rec7nVTePL9QlWXhQ,Bleeding Edge BIM (AEC/BIM),AnkerDB,1,,,,,
Likely angel / pre-seed,rec9BXlat673U2mCt,"Extreme Analysis (CAE, CFD, FEA, QC)",Ballista Labs,1,,,,,
Sonae Investment Management,recN2yJRBKZFx3nV8,"Factory Futures (MES, IIOT)",Portainer.io,1,,,,,
Saudi Aramco,recG0V8gg3wGEf4mV,"Adaptive Manufacturing (AM, CAM, CNC)",Desktop Metal (acquired by Nano Dimension in 2025),1,,,,,
Tetha Crypto,recByCNOMs9Y4PMsn,"Factory Futures (MES, IIOT)",AnyLog,1,,,,,
Kvanted,recKEQX6bGXzEvbVA,"Factory Futures (MES, IIOT)",Samp,1,,,,,
Stellantis Ventures and others,recIhxA3LC8wNTHHr,"SW+HW=Innovation (Robotics, Drones)",Electra Vehicles,1,,,,,
Teradyne Tola Capital Hyperplane Venture Capital Ridgeline Ventures Long River Ventures Mass Ventures Hub Angels Firebolt Ventures,rec8OeNTLsNrJnr1Y,"Factory Futures (MES, IIOT)",MachineMetrics,1,,,,,
TATA STEEL UK LIMITED,recBb81FPZCTSrkkT,Bleeding Edge BIM (AEC/BIM),Planarific,1,,,,,
Helena,recHNAT8a8hoa1919,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Phaidra,1,,,,,
Hitachi,recI2fwxWSPbBTVQZ,"Extreme Analysis (CAE, CFD, FEA, QC)",Rescale,1,,,,,
LUX,rec9p9EqFFPkfr4he,Bleeding Edge BIM (AEC/BIM),OpenSpace,1,,,,,
German Angels,recE6OdLqMyIGGERZ,"Factory Futures (MES, IIOT)",United Manufacturing Hub (UMH),1,,,,,
Laurent Fiard (PDG,recIRz74b6uQjGOjw,"Factory Futures (MES, IIOT)",Fabera,1,,,,,
Mozilla Ventures,recJhAZ0JhaThOD9a,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",juna.ai,1,,,,,
Karista,recAaqYHZYyioFEjv,"SW+HW=Innovation (Robotics, Drones)",Fuzzy Logic Robotics,1,,,,,
Angel network Germany,recNESC5dyMyXD3Nv,"Factory Futures (MES, IIOT)",Struck,1,,,,,
2100VC,recjVeUI20AUuG4g8,"SW+HW=Innovation (Robotics, Drones)",Saeki,1,,,,,
Soundproof Ventures,recybbkQLXwHFtvd8,"Factory Futures (MES, IIOT)",APERIO,1,,,,,
EIT Manufacturing,recef2LW9e2AxLMm1,"SW+HW=Innovation (Robotics, Drones)",Holy Technologies,1,,,,,
Horizons Ventures,recYkDpXJjVoomX7k,"Factory Futures (MES, IIOT)",Divergent,1,,,,,
Caixa Capital Risc,rec7BPd1RqXwEK3Nc,"Factory Futures (MES, IIOT)",Barbara,1,,,,,
Stifel North Atlantic AM-Forward Fund,reclMAsfbq1TdAU4i,"SW+HW=Innovation (Robotics, Drones)",Sintavia,1,,,,,
Reiwag Singapore Pte Ltd (Pre-A lead investor),recpkSzYCmSh9MkNW,Bleeding Edge BIM (AEC/BIM),LionsBot,1,,,,,
DMG MORI AG,recZK3fivwA0tQ0o1,"Adaptive Manufacturing (AM, CAM, CNC)",up2parts GmbH,1,,,,,
UT Austin),recSOnYluBpqdLBZF,Design Intelligence (CAD),nVariate,1,Individual,,,,
Antler and other early stage venture backers,reckO0dsS9dX2ZakG,Design Intelligence (CAD),Tandem AI,1,,,,,
Buildery,recuH7CHKjYxM4zdS,Design Intelligence (CAD),Bench,1,,,,,
Data Point Capital,recybbkQLXwHFtvd8,"Factory Futures (MES, IIOT)",APERIO,1,,,,,
Danobat,recjVeUI20AUuG4g8,"SW+HW=Innovation (Robotics, Drones)",Saeki,1,,,,,
Revenue Syndicate,recuH7CHKjYxM4zdS,Design Intelligence (CAD),Bench,1,,,,,
UpWest,recuUkj9F23jdO3WK,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Imubit,1,,,,,
public funding not found,recw24EawbuEgVLiG,Bleeding Edge BIM (AEC/BIM),Hontrel,1,,,,,
Investinor,recWtnwl5TRaCXgLI,"Factory Futures (MES, IIOT)",Intelecy,1,,,,,
Pacific Western Bank,recs4s3h3EQyeycg0,"Factory Futures (MES, IIOT)",Apprentice,1,,,,,
Significant Ventures (Lead),recsz9PynGzLthMCb,"SW+HW=Innovation (Robotics, Drones)",H3D,1,,,,,
Unusual Ventures,recdL3awXnUmk45ka,"Cognitive Thread (PLM, MBSE, DT)",CO2 AI,1,,,,,
Recursive Ventures,reclpHRRDNZbnkBkG,"Cognitive Thread (PLM, MBSE, DT)",IntuitgenceAI,1,,,,,
NPIF Mercia Equity Finance,recclqhy1mEeilUHS,"Adaptive Manufacturing (AM, CAM, CNC)",Productive Machines,1,,,,,
other VCs,recclaTjZju5gpkD9,"Factory Futures (MES, IIOT)",Litmus,1,,,,,
Columbus Nova,recZuAuPcc9iTA33Y,Bleeding Edge BIM (AEC/BIM),ConXtech,1,,,,,
Lightbird,recjVeUI20AUuG4g8,"SW+HW=Innovation (Robotics, Drones)",Saeki,1,,,,,
Chevron Technology Ventures,recybbkQLXwHFtvd8,"Factory Futures (MES, IIOT)",APERIO,1,,,,,
Co:Act Capital,recsz9PynGzLthMCb,"SW+HW=Innovation (Robotics, Drones)",H3D,1,,,,,
Omega Venture Partners,recZRjLBu8F0psdes,Design Intelligence (CAD),aPriori,1,,,,,
Frontier Ventures,rectETKS0Dpcq47af,"Cognitive Thread (PLM, MBSE, DT)",Bild,1,,,,,
Texas Momentum,recoazUPR3cOToUMg,Design Intelligence (CAD),Makistry,1,,,,,
Vista Credit Partners,recZRjLBu8F0psdes,Design Intelligence (CAD),aPriori,1,,,,,
Zeev Ventures,recuUkj9F23jdO3WK,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",Imubit,1,,,,,
Bazan Group,recybbkQLXwHFtvd8,"Factory Futures (MES, IIOT)",APERIO,1,,,,,
Neff Capital Management and others,reclMAsfbq1TdAU4i,"SW+HW=Innovation (Robotics, Drones)",Sintavia,1,,,,,
no verified public funding amounts found,recftDk5irqQ3RFXM,"Extreme Analysis (CAE, CFD, FEA, QC)",Fainite AG,1,,,,,
regional VCs,recTf2tMWWzMK3k23,"Factory Futures (MES, IIOT)",ALFI Technologies,1,,,,,
Scandinavian deep-tech angels and niche defense/aero pilots.,recj8m3XJA7dMv2DO,"Cognitive Thread (PLM, MBSE, DT)",Forge,1,,,,,
Matterwave Ventures Supernova Invest Orano Venture Fund btov Partners Go Capital BPI,recftTc0SJcECws9k,"Cognitive Thread (PLM, MBSE, DT)",Dessia,1,,,,,
HZG Group BMWi Ventures MassMutual,recwMMgnYSxHGGk1z,"SW+HW=Innovation (Robotics, Drones)",Rapid Liquid Print,1,,,,,
Rockstart,recef2LW9e2AxLMm1,"SW+HW=Innovation (Robotics, Drones)",Holy Technologies,1,,,,,
Géza Velkey) plus early angel investors,receborz4uptWgvlz,"Cognitive Thread (PLM, MBSE, DT)",Raiqon,1,,,,,
Superseed,recuH7CHKjYxM4zdS,Design Intelligence (CAD),Bench,1,,,,,
Haystack VC,reccyqLGDAvuXeV2X,"Factory Futures (MES, IIOT)",Nominal,1,,,,,
Flybridge Capital,recRtWQzDsbczClOl,"SW+HW=Innovation (Robotics, Drones)",Alloy Enterprises,1,,,,,
D. E. Shaw Ventures,recuADye15JvSTfls,"Augmented Operations (MOM, CMMS, AR/VR, SLM)",MaintainX,1,,,,,
Silverton Partners,recs4s3h3EQyeycg0,"Factory Futures (MES, IIOT)",Apprentice,1,,,,,
Dorilton Ventures,recnx8rj5zVg2ZXSb,"Extreme Analysis (CAE, CFD, FEA, QC)",JuliaHub,1,,,,,
Innovationsstarter Fonds Hamburg,recef2LW9e2AxLMm1,"SW+HW=Innovation (Robotics, Drones)",Holy Technologies,1,,,,,
Founder owned,reciHe4aHe7IMjwKw,"Knowledge Engineering (R&D, Learning)",SolidProfessor (acquired by Hawk Ridge Systems in 2020),1,,,,,
Navitas Capital. Workshop Ventures. York IE Strategic Angels,recWv29Y7nVGYGmsI,Bleeding Edge BIM (AEC/BIM),WorkHero,1,,,,,
