Name (Institution or Individual),Startups,Startup Count,Investment Lists,LinkedIn Profile,Email,Notes,Contacts,Investor Type
Matterwave Ventures Supernova Invest Orano Venture Fund btov Partners Go Capital BPI,Dessia,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,
HZG Group BMWi Ventures MassMutual,Rapid Liquid Print,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,
Rockstart,Holy Technologies,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,
Géza Velkey) plus early angel investors,Raiqon,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,
Iberdrola and others,Barbara,1,"""Factory Futures (MES, IIOT)""",,,,,
Superseed,Bench,1,Design Intelligence (CAD),,,,,
Haystack VC,Nominal,1,"""Factory Futures (MES, IIOT)""",,,,,
Flybridge Capital,Alloy Enterprises,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,
D. E. Shaw Ventures,MaintainX,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,
Silverton Partners,Apprentice,1,"""Factory Futures (MES, IIOT)""",,,,,
Dorilton Ventures,JuliaHub,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,
Innovationsstarter Fonds Hamburg,Holy Technologies,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,
Founder owned,SolidProfessor (acquired by Hawk Ridge Systems in 2020),1,"""Knowledge Engineering (R&D, Learning)""",,,,,
Navitas Capital. Workshop Ventures. York IE Strategic Angels,WorkHero,1,Bleeding Edge BIM (AEC/BIM),,,,,
ControlX (Spinoff parent),JasperX,1,"""Factory Futures (MES, IIOT)""",,,,,
EDP Ventures,APERIO,1,"""Factory Futures (MES, IIOT)""",,,,,
Funding supports scaling of automation deployments,Reshape Automation,1,Bleeding Edge BIM (AEC/BIM),,,,,
GLOBIS Capital Partners,CADDi,1,Design Intelligence (CAD),,,,,
Fraunhofer,Visometry,1,"""Factory Futures (MES, IIOT)""",,,,,
Episode 1 Ventures,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,
MF Wittman,Bench,1,Design Intelligence (CAD),,,,,
Equity crowdfunding investors,PT Blink,1,Bleeding Edge BIM (AEC/BIM),,,,,
Abstract Ventures,Revel,1,"""Factory Futures (MES, IIOT)""",,,,,
NextEra Energy,APERIO,1,"""Factory Futures (MES, IIOT)""",,,,,
ebm-papst BMH,etalytics,1,"""Factory Futures (MES, IIOT)""",,,,,
PMV,Azumuta,1,"""Factory Futures (MES, IIOT)""",,,,,
Made Smarter Technology Accelerator,Infinitive (formerly CAE Tech),1,Design Intelligence (CAD),,,,,
Alkeon Capital Management,Apprentice,1,"""Factory Futures (MES, IIOT)""",,,,,
Fuel Ventures,Productive Machines,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,
GC Rieber,Intelecy,1,"""Factory Futures (MES, IIOT)""",,,,,
Autodesk Spark Investment Fund,Carbon,1,"""Factory Futures (MES, IIOT)""",,,,,
Illusian Founder Office,HiveMQ,1,"""Factory Futures (MES, IIOT)""",,,,,
PBJ Capital,aPriori,1,Design Intelligence (CAD),,,,,
NVIDIA Inception Program member,Compute Maritime,1,Design Intelligence (CAD),,,,,
National Grid Partners,APERIO,1,"""Factory Futures (MES, IIOT)""",,,,,
UK Innovation and Science Seed Fund,Productive Machines,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,
JAFCO Group,CADDi,1,Design Intelligence (CAD),,,,,
Mubadala Capital,HiveMQ,1,"""Factory Futures (MES, IIOT)""",,,,,
BPI Digital Venture,Cognyx,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,
güil Mobility Ventures,Flywheel Industries,1,Streamlined Supply Chain (SCM),,,,,
several AEC angels,Arcol,1,Bleeding Edge BIM (AEC/BIM),,,,,
Gradient Control Labs,LatticeRobot,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,
Founded by Kranthi Vempati,Plevenn,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,
Minerva Growth Partners,CADDi,1,Design Intelligence (CAD),,,,,
Founders (János Koppány,Raiqon,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,
Insight Partners Lightspeed,Parter,1,Streamlined Supply Chain (SCM),,,,,
Pritzker Venture Capital,SpecRight,1,Streamlined Supply Chain (SCM),,,,,
Scopus Ventures,APERIO,1,"""Factory Futures (MES, IIOT)""",,,,,
seeking further investors,heatshape,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,
Think + Ventures,IntuitgenceAI,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,
M12 Microsoft Venture Fund,etalytics,1,"""Factory Futures (MES, IIOT)""",,,,,
Self-Funded,"""NC Vision (acquired by RockQ 2025)
""",1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,
it-motive AG / th data GmbH (Sole Corporate Backers),planeus,1,"""Factory Futures (MES, IIOT)""",,,,,
BMW,Madaster Germany Gmbh,1,Bleeding Edge BIM (AEC/BIM),,,,,
Yara Growth Ventures,Intelecy,1,"""Factory Futures (MES, IIOT)""",,,,,
ACT Venture Partners,Productive Machines,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,
Third Sphere and others,ReynKo,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,
Colorcon,Apprentice,1,"""Factory Futures (MES, IIOT)""",,,,,
Corporate and strategic partners,PT Blink,1,Bleeding Edge BIM (AEC/BIM),,,,,
Angelwise,Azumuta,1,"""Factory Futures (MES, IIOT)""",,,,,
Exor Seed,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,
